Mod:Item:MetaData, Localized Name
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Armor Trim Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Armor Plates Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Dart Tip Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Helmet Core Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Arrow Shaft Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Mouthpiece Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
conarm:helmet_core:0, Wooden Helmet Core
conarm:helmet_core:0, Stone Helmet Core
conarm:helmet_core:0, Flint Helmet Core
conarm:helmet_core:0, Cactus Helmet Core
conarm:helmet_core:0, Bone Helmet Core
conarm:helmet_core:0, Obsidian Helmet Core
conarm:helmet_core:0, Prismarine Helmet Core
conarm:helmet_core:0, End Helmet Core
conarm:helmet_core:0, Paper Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Paper Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Paper Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
disenchanter:disenchantmenttable:0, Disenchantment Table
disenchanter:disenchantmenttable:1, Disenchantment Table
disenchanter:disenchantmenttable:2, Disenchantment Table
disenchanter:disenchantmenttable:3, Disenchantment Table
disenchanter:disenchantmenttable:4, Disenchantment Table
disenchanter:disenchantmenttable:5, Disenchantment Table
disenchanter:disenchantmenttable:6, Disenchantment Table
disenchanter:disenchantmenttable:7, Disenchantment Table
dungeontactics:peg_hammer, Lygrimul
dungeontactics:dungeonpedia_volume_1, Dungeonpedia
dungeontactics:dungeonpedia_volume_2, Weapons
dungeontactics:dungeonpedia_volume_3, Trinkets & Charms
dungeontactics:dungeonpedia_volume_4, Magic & Alchemy
dungeontactics:dungeonpedia_volume_5, Cauldron Recipes
dungeontactics:dungeonpedia_volume_6, Unique Weapons
dungeontactics:dungeonpedia_volume_7, Engineering
dungeontactics:dungeonpedia_volume_8, World
dungeontactics:master_hammer_smash, Master Hammer "Smash"
dungeontactics:master_hammer_leap, Master Hammer "Leap"
dungeontactics:master_cutlass_riposte, Master Cutlass "Riposte"
dungeontactics:master_cutlass_pierce, Master Cutlass "Pierce"
dungeontactics:master_knife_smokebomb, Master Knife "Smoke Bomb"
dungeontactics:master_knife_multistrike, Master Knife "Multi-Strike"
dungeontactics:master_cestus_roar, Master Cestus "Roar"
dungeontactics:master_cestus_pummel, Master Cestus "Pummel"
dungeontactics:wooden_hammer, Wooden Hammer
dungeontactics:bone_hammer, Bone Hammer
dungeontactics:stone_hammer, Stone Hammer
dungeontactics:iron_hammer, Iron Hammer
dungeontactics:silver_hammer, Silver Hammer
dungeontactics:golden_hammer, Golden Hammer
dungeontactics:steel_hammer, Steel Hammer
dungeontactics:diamond_hammer, Diamond Hammer
dungeontactics:mithril_hammer, Mithril Hammer
dungeontactics:wooden_battleaxe, Wooden Battleaxe
dungeontactics:bone_battleaxe, Bone Battleaxe
dungeontactics:stone_battleaxe, Stone Battleaxe
dungeontactics:iron_battleaxe, Iron Battleaxe
dungeontactics:silver_battleaxe, Silver Battleaxe
dungeontactics:golden_battleaxe, Golden Battleaxe
dungeontactics:steel_battleaxe, Steel Battleaxe
dungeontactics:diamond_battleaxe, Diamond Battleaxe
dungeontactics:mithril_battleaxe, Mithril Battleaxe
dungeontactics:wooden_glaive, Wooden Glaive
dungeontactics:bone_glaive, Bone Glaive
dungeontactics:stone_glaive, Stone Glaive
dungeontactics:iron_glaive, Iron Glaive
dungeontactics:silver_glaive, Silver Glaive
dungeontactics:golden_glaive, Golden Glaive
dungeontactics:steel_glaive, Steel Glaive
dungeontactics:diamond_glaive, Diamond Glaive
dungeontactics:mithril_glaive, Mithril Glaive
dungeontactics:wooden_club, Wooden Club
dungeontactics:bone_club, Bone Club
dungeontactics:stone_club, Stone Club
dungeontactics:iron_club, Iron Club
dungeontactics:silver_club, Silver Club
dungeontactics:golden_club, Golden Club
dungeontactics:steel_club, Steel Club
dungeontactics:diamond_club, Diamond Club
dungeontactics:mithril_club, Mithril Club
dungeontactics:bone_sword, Bone Sword
dungeontactics:silver_sword, Silver Sword
dungeontactics:steel_sword, Steel Sword
dungeontactics:mithril_sword, Mithril Sword
dungeontactics:wooden_cutlass, Wooden Cutlass
dungeontactics:bone_cutlass, Bone Cutlass
dungeontactics:stone_cutlass, Stone Cutlass
dungeontactics:iron_cutlass, Iron Cutlass
dungeontactics:silver_cutlass, Silver Cutlass
dungeontactics:golden_cutlass, Golden Cutlass
dungeontactics:steel_cutlass, Steel Cutlass
dungeontactics:diamond_cutlass, Diamond Cutlass
dungeontactics:mithril_cutlass, Mithril Cutlass
dungeontactics:wooden_knife, Wooden Knife
dungeontactics:bone_knife, Bone Knife
dungeontactics:stone_knife, Stone Knife
dungeontactics:iron_knife, Iron Knife
dungeontactics:silver_knife, Silver Knife
dungeontactics:golden_knife, Golden Knife
dungeontactics:steel_knife, Steel Knife
dungeontactics:diamond_knife, Diamond Knife
